CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE
41522397,LACORAL,MANHATTAN,139,CENTRE STREET,10013,2123431919
41522735,COURT STREET GROCERS,BROOKLYN,485,COURT STREET,11231,7187227229
41522762,LUEN HOP,BROOKLYN,469,IRVING AVENUE,11237,7183868731
41522788,CHECKERS,BROOKLYN,491,NOSTRAND AVENUE,11216,3474420366
41522848,MANNA'S RESTAURANT,MANHATTAN,2353,8 AVENUE,10027,2127499084
41522883,NEW CHINA FRESH RESTAURANT,QUEENS,11924,METROPOLITAN AVENUE,11415,7188491888
41523117,COFFEE TREE,QUEENS,15402,NORTHERN BOULEVARD,11354,7183535700
41523156,MONACO'S,BROOKLYN,8511,3 AVENUE,11209,3474974409
41523196,SUBWAY,MANHATTAN,747,10 AVENUE,10019,2122659189
41523199,SUBWAY,BRONX,91,EAST  161 STREET,10451,7185889100
41523226,THE LITTLE CHINANTLA RESTAURANT,QUEENS,9606,43 AVENUE,11368,7182058999
41523265,BUCA,MANHATTAN,201,WEST  103 STREET,10025,2125318730
41523349,STEVEN RESTAURANT,BRONX,2233,BOSTON ROAD,10467,7186527778
41523477,LU SHAN GOLDEN FOUNTAIN CHINESE KITCHEN,QUEENS,11616,METROPOLITAN AVENUE,11418,7184415001
41523524,ROCKAWAY CROWN RESTAURANT,QUEENS,115-09,ROCKAWAY BEACH BOULEVARD,11694,7183185102
41523554,CROWN FRIED CHICKEN,QUEENS,168-29,HILLSIDE AVENUE,11432,7185235359
41523592,SUBWAY (Shopping Plaza),QUEENS,7119,80 STREET,11385,7183232886
41523593,EDI & THE WOLF,MANHATTAN,102-104,AVENUE C,10009,2125981040
41523630,LITTLE ITALY PIZZA III,MANHATTAN,122,UNIVERSITY PLACE,10003,2129894225
41523649,OUR PLACE CUISINES OF CHINA,MANHATTAN,242,EAST   79 STREET,10075,2122884888
41523650,NEW YORK YACHT CLUB,MANHATTAN,37,WEST   44 STREET,10036,2123821000
41523665,PARSON'S DINER,QUEENS,2527,PARSONS BOULEVARD,11354,7183532223
41523675,NO PORK HALAL KITCHEN CHINESE RESTAURANT,BROOKLYN,50,4 AVENUE,11217,7188759888
41523686,FOO ON CHINESE RESTAURANT,QUEENS,18304,HILLSIDE AVENUE,11432,7182971287
41523693,BIRDBATH  NEIGHBORHOOD GREEN BAKERY,MANHATTAN,200,CHURCH STREET,10013,2123661414
41523996,OLD HONG KONG,BRONX,539A,EAST TREMONT AVENUE,10457,6465757390
41524118,MI CASA RESTAURANT,STATEN ISLAND,1195,CASTLETON AVE,10310,3478253391
41524204,BAD BURGER,BROOKLYN,131,GRAND STREET,11249,7183847273
41524226,MIKEY BAGELS,STATEN ISLAND,7420,AMBOY ROAD,10307,7189849700
41524468,STARBUCKS COFFEE,MANHATTAN,1491,LEXINGTON AVENUE,10029,2123690313
41524509,Pinkberry,MANHATTAN,7,WEST   32 STREET,10001,2126959631
41524510,BONGAR CAFE & RESTAURANT,BROOKLYN,551,RIDGEWOOD AVENUE,11208,7186473216
41524567,MITHAAS,BROOKLYN,1150,CONEY ISLAND AVENUE,11230,7184211150
41524599,OFICINA LATINA,MANHATTAN,24,PRINCE STREET,10012,6463812555
41524607,THE WHISKEY BROOKLYN,BROOKLYN,44,BERRY STREET,11249,7183878444
41524723,DUNKIN DONUTS,QUEENS,135-41,ROOSEVELT AVENUE,11354,7184602096
41524734,UMI JAPANESE RESTAURANT  SUSHI BAR & TERIYAKI GRILL,QUEENS,9605,METROPOLITAN AVENUE,11375,7182613483
41524735,DUNKIN DONUTS,QUEENS,169-04,HILLSIDE AVENUE,11432,7187250276
41524736,DUNKIN DONUTS,QUEENS,202-09,HILLSIDE AVENUE,11423,7187402002
41524804,MASAKARI JAPANESE FUSION,BROOKLYN,1631,SHEEPSHEAD BAY ROAD,11235,7183323899
41524890,LITTLE CUPCAKE BAKE SHOP,MANHATTAN,30,PRINCE STREET,10012,2129419100
41524912,EAST FAR RESTAURANT,BROOKLYN,2406,MERMAID AVENUE,11224,7182663129
41525010,PARDES RESTAURANT,BROOKLYN,497,ATLANTIC AVENUE,11217,7187973880
41525016,DA MIKELE,MANHATTAN,275,CHURCH STREET,10013,2129258800
41525094,DA NONNA ROSA,BROOKLYN,140,7 AVENUE,11215,7187886225
41525131,IL BACCO RISTORANTE,QUEENS,25324,NORTHERN BOULEVARD,11362,7182247657
41525144,MANGO'S RESTAURANT & CATERING,BRONX,4030,WHITE PLAINS ROAD,10466,3479453140
41525147,SCREME GELATO BAR,MANHATTAN,176,WEST   94 STREET,10025,5163558236
41525152,DUNKIN' DONUTS/BASKIN ROBBINS,QUEENS,179-15,HILLSIDE AVENUE,11432,7186581279
41525351,PASTELES CAPY,QUEENS,4110,29 STREET,11101,7183099905
41525379,BAR ITALIA,MANHATTAN,768,MADISON AVENUE,10065,9175466676
41525442,FLEX MUSSELS,MANHATTAN,154,WEST   13 STREET,10011,2122290222
41525452,MARINELL BAKERY,BRONX,264,EAST  167 STREET,10456,7185883585
41525472,CROSS BAY DELI & GRILL,QUEENS,105-10,CROSSBAY BOULEVARD,11417,7188488887
41525492,LA PENDA RESTAURANT,BRONX,2233,GRAND CONCOURSE,10453,3478622606
41525509,YUM YUM QUEENS,QUEENS,43-01,QUEENS BOULEVARD,11104,7183835040
41525547,TARO SUSHI NY INC,BROOKLYN,244,FLATBUSH AVENUE,11217,7183985240
41525640,THE SWALLOW CAFE & ESPRESSO BAR,BROOKLYN,49,BOGART STREET,11206,8172795537
41525768,THE WEST CAFE,BROOKLYN,379,UNION AVENUE,11211,7185991704
41525880,BEDAWI CAFE,BROOKLYN,266,PROSPECT PARK WEST,11215,7184993444
41526041,EAST STAR RESTAURANT,QUEENS,80-24,NORTHERN BOULEVARD,11372,7184783088
41526348,SUBWAY,BROOKLYN,713,FULTON STREET,11217,7188585888
41526478,LA FLACA,MANHATTAN,384,GRAND STREET,10002,6466929259
41526575,CHINA NEW STAR,STATEN ISLAND,1640,FOREST AVENUE,10302,7188155826
41526628,CHA CHAN TANG,MANHATTAN,45,MOTT STREET,10013,2125772888
41526728,KIN SHOP,MANHATTAN,469,AVENUE OF THE AMERICAS,10011,2126754295
41526944,CHICKPEA,MANHATTAN,110,WILLIAM STREET,10038,2125665666
41527114,MERCHANTS RIVER HOUSE,MANHATTAN,375,SOUTH END AVENUE,10280,2124321451
41527285,SUBWAY,BRONX,560,WEST 235 STREET,10463,7186013230
41527379,KAM WAH RESTAURANT,BROOKLYN,208,LEWIS AVENUE,11221,7184432100
41527419,SURYA SWEETS & SNACKS,QUEENS,25018,HILLSIDE AVENUE,11426,7183477770
41527515,POST OFFICE,BROOKLYN,188,HAVEMEYER STREET,11211,7189632574
41527529,THE SHANTI SHACK,BROOKLYN,85,NORTH    3 STREET,11249,9179693778
41527538,AREPAS PUES MIXTAS,QUEENS,83-15,37 AVENUE,11372,7187052978
41527622,NEW YORK CAKE BAKERY,QUEENS,14901,41 AVENUE,11355,7189392110
41527847,THE COTTAGE,MANHATTAN,120,EAST   16 STREET,10003,2125058600
41528043,TOP 1 SUSHI WANG,BROOKLYN,9011,5 AVENUE,11209,7182381608
41528048,FORTALEZCASE CON LO MEJOR DE LA NATURALEZA,BROOKLYN,3434,FULTON STREET,11208,3475753025
41528051,THE BAILEY,MANHATTAN,52,WILLIAM STREET,10005,2128592200
41528054,CRIF DOGS,BROOKLYN,555,DRIGGS AVENUE,11211,2126146891
41528086,MOTTSU,MANHATTAN,285,MOTT STREET,10012,2123438017
41528104,PALERMO PASTRY SHOP,BROOKLYN,5517,AVENUE N,11234,7189681672
41528352,MR. ZENG KITCHEN,QUEENS,11402,LIBERTY AVENUE,11419,7188431680
41528368,"Tim Hortons, Soup Man, Tasti D. Lite",MANHATTAN,1021,6 AVENUE,10018,6468526113
41528390,VERDE COAL OVEN,BROOKLYN,254,IRVING AVENUE,11237,7183818800
41528402,TAQUERIA IZUCAR,BROOKLYN,1503,MYRTLE AVENUE,11237,7184560569
41528486,LEGEND BAR & RESTAURANT,MANHATTAN,88,7 AVENUE,10011,2129291778
41528816,UNION SQUARE CATERING FACILITY BALLROOM,MANHATTAN,27,UNION SQUARE WEST,10003,2122437969
41528823,BAYRIDGE SUSHI,BROOKLYN,6914,3 AVENUE,11209,7184910662
41528836,NAM NAM,BROOKLYN,109,MONTROSE AVENUE,11206,7183029200
41528838,GOOD BEER,MANHATTAN,422,EAST    9 STREET,10009,2126774836
41528851,GOOD TASTE RESTAURANT,QUEENS,38-01,29 STREET,11101,7187068999
41528853,Kasike Mofongo House,BRONX,2458,WEBSTER AVENUE,10458,7185844708
41528864,LAS DIVAS SPORTS BAR-N-RESTAURANT,BRONX,966,EAST  165 STREET,10459,6467077653
41528976,FAMILY KITCHEN,BROOKLYN,1709,FOSTER AVENUE,11230,7188590283
41528984,GOLDEN CHINA 8,BROOKLYN,741,CHURCH AVENUE,11218,7188531889
41529002,BELL BOOK & CANDLE,MANHATTAN,141,WEST   10 STREET,10014,2124142355
41529070,SPINELLI'S PIZZA/GYRO II,MANHATTAN,425,7 AVENUE,10001,2122390646
41529148,THE ORIGINAL VINCENT'S ESTABLISH 1904,MANHATTAN,119,MOTT STREET,10013,2122268133
41529221,GUGONGTAN,QUEENS,40-03,149 PLACE,11354,7188861328
41529297,JOSEPHINE,MANHATTAN,40,HARRISON STREET,10013,6467264113
41529373,NICKY'S VIETNAMESE SANDWICHES,MANHATTAN,99,NASSAU STREET,10038,2127663388
41529391,CHINA WOK,BROOKLYN,5813,AVENUE T,11234,7182095999
41529523,POPEYES CHICKEN & BISCUITS,BROOKLYN,736,LINDEN BOULEVARD,11203,3476638668
41529577,CHECKERS,QUEENS,120-06,LIBERTY AVENUE,11419,7188484400
41529617,SHOBU SUSHI & GRILL,BROOKLYN,9427,5 AVENUE,11209,7188338345
41529624,MAY FLOWER NO.1 CHINESE RESTAURANT,STATEN ISLAND,1116,CASTLETON AVENUE,10310,2126086029
41529658,DE LILLO PASTRY SHOP,BRONX,610,EAST  187 STREET,10458,7183678198
41529681,456 RESTAURANT,MANHATTAN,69,MOTT STREET,10013,2129640003
41529703,ON THE ROCKS,MANHATTAN,696,10 AVENUE,10019,2122472055
41529712,FORK & SPOON,MANHATTAN,7,WEST   36 STREET,10018,2122443203
41529719,WING HUA II,BROOKLYN,223,CHURCH AVENUE,11218,7184368833
41529756,CHIQUITA'S RESTAURANT,QUEENS,6059,MYRTLE AVENUE,11385,7183860500
41529795,JIMMY'S HOUSE CHINESE CUISINE,MANHATTAN,162,EAST   25 STREET,10010,2127257888
41529889,BROOKLYN COMMUNE,BROOKLYN,601,GREENWOOD AVENUE,11218,7186861044
41529929,DUNKIN DONUTS,BROOKLYN,2302,KNAPP STREET,11229,9178863110
41529935,BAGELETTE,QUEENS,9742,63 ROAD,11374,7184590204
41529941,SUNSHINE BAKERY & CAFE,QUEENS,84-02,QUEENS BOULEVARD,11373,7185072298
41529962,EUROS EL TINA RESTAURANT LOUNGE AND BILLIARDS,MANHATTAN,500,WEST  207 STREET,10034,2123049810
41530056,TACO KING,QUEENS,6405,108 STREET,11375,7188968100
41530089,BROOKLYNEER,MANHATTAN,220,WEST HOUSTON STREET,10014,6466924911
41530091,JOY & SNOOK RESTAURANT AND BAKERY,BROOKLYN,762,NOSTRAND AVENUE,11216,7182218020
41530103,BANGKOK 2 THAI,MANHATTAN,349,1 AVENUE,10010,2124734480
41530127,COAL YARD BAR,MANHATTAN,102,1 AVENUE,10009,2126774595
41530258,OSTERIA AL DODGE,MANHATTAN,142,WEST   44 STREET,10036,2129443643
41530418,LAIR,MANHATTAN,201,LAFAYETTE STREET,10012,2123345247
41530469,EL SONIDO DEL TREN RESTAURANT,BRONX,2362,JEROME AVENUE,10468,7185760008
41530497,SILVER KRUST WEST INDIAN RESTAURANT,QUEENS,227-05,MERRICK BOULEVARD,11413,7182762012
41530529,SABOR LATINO,BROOKLYN,347,UNION AVENUE,11211,7183023935
41530561,ROJAS COFFEE SHOP,QUEENS,4702,METROPOLITAN AVENUE,11385,7183660042
41530565,TORTAS DON PACOS,MANHATTAN,2131,3 AVENUE,10035,2128760700
41530569,BLACK ANT,MANHATTAN,60,2 AVENUE,10003,2125980300
41530574,WTF COFFEE & TEA,BROOKLYN,47,WILLOUGHBY AVE,11205,9176576499
41530631,LA DOLCE PASTRY SHOPPE,STATEN ISLAND,655,ROSSVILLE AVENUE,10309,7183569864
41530711,EMPIRE STEAK HOUSE,MANHATTAN,36,WEST   52 STREET,10019,2125836900
41530741,NATIONAL,BROOKLYN,723,FULTON STREET,11217,7185223510
41530756,SOI 30 THAI,MANHATTAN,430,3 AVENUE,10016,2124815211
41530760,EL ENCUENTRO RESTAURANT BAR & LOUNGE,BRONX,352,EAST GUN HILL ROAD,10467,7187983755
41530812,CUBANA SOCIAL,BROOKLYN,70,NORTH    6 STREET,11249,7187823334
41530819,FRANK & DANNY'S PIZZERIA,STATEN ISLAND,4369,AMBOY ROAD,10312,7183171100
41530873,SUBWAY,QUEENS,162-16,UNION TURNPIKE,11366,7183806595
41530881,MARCO POLO PIZZA & DELI,MANHATTAN,1289,MADISON AVENUE,10128,2124273777
41530918,MAMA ITALIAN PIZZA,MANHATTAN,94,NAGLE AVENUE,10040,2123044700
41531073,LOMA RESTAURANT COFFEE SHOP,BROOKLYN,941,BROADWAY,11206,7184430243
41531104,AL HIRSCHFELD THEATRE,MANHATTAN,302,WEST   45 STREET,10036,2125825472
41531114,WALTER KERR THEATRE,MANHATTAN,219,WEST   48 STREET,10036,2125825472
41531118,ST JAMES THEATRE,MANHATTAN,246,WEST   44 STREET,10036,2125825472
41531136,AUGUST WILSON THEATRE,MANHATTAN,245,WEST   52 STREET,10019,2125825472
41531139,EUGENE O'NEILL THEATRE,MANHATTAN,230,WEST   49 STREET,10019,2125825472
41531146,AVENUE U EAGLE KITCHEN,BROOKLYN,152,AVENUE U,11223,7182655588
41531166,SUBWAY,BRONX,837,EAST  149 STREET,10455,9173785700
41531196,CALL IT A WRAP,STATEN ISLAND,1198,FOREST AVENUE,10310,7188768300
41531252,NAI TAPAS BAR,MANHATTAN,174,1 AVENUE,10009,2126771030
41531279,GREENPOINT LOUNGE,QUEENS,4322,GREENPOINT AVENUE,11104,7187067825
41531373,POPEYES CHICKEN & BISCUITS,BRONX,499,EAST  163 STREET,10451,3475911170
41531391,ZEKE'S,BROOKLYN,7720,3 AVENUE,11209,7188361600
41531404,BLIMPIE,BRONX,249,EAST  149 STREET,10451,7182921400
41531418,PAPA JOHN'S PIZZA,MANHATTAN,210,1 AVENUE,10009,2129827272
41531467,TONG XING CHINESE RESTAURANT & NEW TACO MEXICAN,BROOKLYN,7524,18 AVENUE,11214,7183312227
41531476,ANGIE'S BREAKFAST SPOT,BROOKLYN,1637,BROADWAY,11207,7185737765
41531633,Herbal Life/Salud es Vida,QUEENS,6006,39 AVENUE,11377,5164927683
41531789,EMPIRE CAKE,MANHATTAN,112,8 AVENUE,10011,2122425858
41531821,MANHATTAN 3 DECKER RESTAURANT,BROOKLYN,695,MANHATTAN AVENUE,11222,7183896565
41531875,COCO CHINESE RESTAURANT,BROOKLYN,1706,CHURCH AVENUE,11226,7188566720
41532006,KENNEDY FRIED CHICKEN,BROOKLYN,255,KINGSTON AVENUE,11213,7187357702
41532018,DANNY'S TASTY TIPS,BROOKLYN,778,LENOX ROAD,11203,7184842181
41532039,AUNTIE ANNES,MANHATTAN,664,8 AVENUE,10036,2127641542
41532050,PASSAGE,BROOKLYN,2027,EMMONS AVENUE,11235,7183683434
41532069,RUBIROSA PIZZA & RISTORANTE,MANHATTAN,235,MULBERRY STREET,10012,2129650500
41532111,MARCHE DU SUD,MANHATTAN,1136,1 AVENUE,10065,2122074900
41532133,MIKNIC LOUNGE,BROOKLYN,200,COLUMBIA STREET,11231,9177701984
41532134,ISTANBUL CAFE OF WHITE PLAINS,BRONX,1905,WHITE PLAINS ROAD,10462,9172503060
41532156,SUSHI YOU,MANHATTAN,246,EAST   51 STREET,10022,2127522987
41532181,GREAT TASTE DUMPLING,BROOKLYN,4317,8 AVENUE,11232,7184362516
41532206,TASTE GOOD MALAYSIAN CUISINE,QUEENS,8218,45 AVENUE,11373,7188988001
41532257,MIKE'S PAPAYA,MANHATTAN,132,EAST 23 STREET,10010,2124738900
41532259,COURTNEY'S ROTISSERIE & GRILL,BROOKLYN,2175,RALPH AVENUE,11234,7189681888
41532380,JJ s ASIAN FUSION,QUEENS,3705,31 AVENUE,11103,7186268888
41532448,UP AND DOWN,MANHATTAN,244,WEST 14 STREET,10011,2122424411
41532568,NICOLE KELLY PUB,QUEENS,6210,WOODHAVEN BOULEVARD,11374,7184298865
41532612,LUNA ROSSA,MANHATTAN,347,EAST   85 STREET,10028,2125173118
41532665,GREAT WALL CHINESE FOOD,QUEENS,14612,ROCKAWAY BOULEVARD,11436,7183221191
41532729,LA BAGEL DELIGHT,BROOKLYN,104,FRONT STREET,11201,7186252235
41532740,EXQUISITE RESTAURANT,BROOKLYN,2905,GLENWOOD ROAD,11210,3475336453
41532937,COLOMBIA FAMA BAKERY,QUEENS,6017,ROOSEVELT AVENUE,11377,6463999658
41532950,CARVEL,BROOKLYN,4704,AVENUE N,11234,7183389355
41533022,MEI WEI KITCHEN RESTAURANT,QUEENS,8253,BROADWAY,11373,7182057571
41533092,JOHN DORY OYSTER BAR,MANHATTAN,16,WEST   29 STREET,10001,2127929000
41533094,BROOKLYN ACADEMY OF MUSIC-HARVEY,BROOKLYN,651,FULTON STREET,11217,7186237811
41533145,SAL'S PIZZERIA,BROOKLYN,119,WYCKOFF AVENUE,11237,7183865299
41533171,HO LEE CHINESE RESTAURANT,MANHATTAN,2493,7 AVENUE,10030,2122838699
41533206,SUBWAY/TEXAS CHICKEN,BROOKLYN,747,FLUSHING AVENUE,11206,7183025000
41533270,PORSENA,MANHATTAN,2123,EAST    7 STREET,10003,2122284923
41533299,ELEGANTLY ICED,BROOKLYN,102,PRESIDENT STREET,11231,7189389062
41533306,99 CENT EXPRESS PIZZA,MANHATTAN,301,WEST   43 STREET,10036,2123155257
41533453,BROOKLYN STOOPS,BROOKLYN,748,MYRTLE AVENUE,11205,3473782505
41533491,EMACK & BOLIOS,MANHATTAN,1564,1 AVENUE,10028,2127340105
41533744,SUBWAY,MANHATTAN,455,WEST   34 STREET,10001,2129671738
41533970,DUNKIN DONUTS,BRONX,2370,GRAND CONCOURSE,10458,7182204828
41533985,MEXICOSINA,BRONX,503,JACKSON AVE.,10455,3474981339
41533994,ULTIMATE BAKERY,BROOKLYN,1248,FLATBUSH AVENUE,11226,7186934128
41534001,BAY STREET LUNCHEONETTE & SODA FOUNTAIN,STATEN ISLAND,1189,BAY STREET,10305,7187200922
41534020,MARK'S PIZZERIA,BROOKLYN,326,VAN BRUNT STREET,11231,7186241628
41534086,LA PIZZA & CONVENIENCE,BROOKLYN,887,MANHATTAN AVENUE,11222,7183830666
41534110,CHANG HONG,BROOKLYN,409,IRVING AVENUE,11237,7188215988
41534126,HOT BAGELS & DELI,BROOKLYN,108,MONTAGUE STREET,11201,7182372512
41534162,PERCY'S TAVERN,MANHATTAN,210,AVENUE A,10009,2124737770
41534242,MCMURRAY HALL,BRONX,6,PENNYFIELD AVENUE,10465,7184095092
41534329,THE LIBRARY/OUTTAKES QUICK CUISINE,BRONX,6,PENNYFIELD AVENUE,10465,7184096910
41534382,THE SUNY MARITIME U. VANDERCLUTE,BRONX,6,PENNYFIELD AVE,10465,7184095092
41534408,PAPI NICE BAR,BRONX,925,ALLERTON AVENUE,10469,7183241991
41534467,BROOKLYN MAC,BROOKLYN,978,LORIMER STREET,11222,7187069622
41534490,CHIMAC,QUEENS,422426,BELL BLVD,11361,7182245815
41534509,TACO Y MAS,QUEENS,18-31,MOTT AVENUE,11691,7183273001
41534535,WOK CITY,MANHATTAN,153155,AMSTERDAM AVENUE,10023,2124969714
41534543,VILLAGE CROWN,MANHATTAN,36,BATTERY PLACE,10280,9177048826
41534659,THE WAY STATION,BROOKLYN,683685,WASHINGTON AVENUE,11238,9172795412
41534687,3E TASTE OF THAI,QUEENS,34-16,BROADWAY,11106,7189328826
41534698,UNICAFE,MANHATTAN,2937,BROADWAY,10025,2126621000
41534701,SUBWAY,BRONX,980,EAST  233 STREET,10466,7189162238
41534897,VILLAGE 38,MANHATTAN,575,8 AVENUE,10018,2122447800
41534976,A SWEET OCCASION,STATEN ISLAND,368,FOREST AVENUE,10301,7182737707
41535008,LITTLE SICILY PIZZA,MANHATTAN,245,EAST 124 STREET,10035,2123488200
41535326,GOLDEN Z RESTAURANT,BROOKLYN,1410,Avenue U,11229,7183824328
41535368,PASTAFINA,MANHATTAN,876,LEXINGTON AVENUE,10065,2125356240
41535370,LUKE'S LOBSTER,MANHATTAN,426,AMSTERDAM AVENUE,10024,2128778800
41535378,ELIEZER KITCHEN,MANHATTAN,100,CHURCH STREET,10007,2125131110
41535441,MAJESTIC DELICATESSEN CAFE,MANHATTAN,200,WEST   50 STREET,10019,2125818249
41535549,PRONTO PIZZA,STATEN ISLAND,738,FOREST AVENUE,10310,7184481166
41535608,PRONTO PIZZA,MANHATTAN,62,WEST   48 STREET,10036,2129214004
41535648,GLAZE TERIYAKI GRILL,MANHATTAN,638,LEXINGTON AVENUE,10022,2129353400
41535665,TIO PIO,BROOKLYN,119,COURT STREET,11201,7184030044
41535670,JACKSON DINER,MANHATTAN,72,UNIVERSITY PLACE,10003,2124660820
41535693,NUEVA VIDA,BRONX,49,WEST  170 STREET,10452,9172797206
41535706,AFGHAN KEBOB HOUSE,QUEENS,259-11,HILLSIDE AVENUE,11004,7183431160
41535860,PESCATORE,MANHATTAN,955,2 AVENUE,10022,2127527151
41536142,DOSA DELIGHT,QUEENS,3566,73 STREET,11372,7183971000
41536221,HARWAY FOODS INC.,BROOKLYN,2863,HARWAY AVENUE,11214,7184495500
41536342,JADE JOY,BRONX,1642,BRUCKNER BOULEVARD,10473,7189916561
41536371,SAM HO TAKEOUT RESTAURANT,BRONX,3421,JEROME AVENUE,10467,7186551725
41536484,ANITA'S LUNCHEONETTE,BROOKLYN,6100,16 AVENUE,11204,7182360796
41536525,EOLO,MANHATTAN,190,7 AVENUE,10011,6462256606
41536630,NEW KAM HING,MANHATTAN,119,BAXTER STREET,10013,2129250425
41536647,HAVANA CAFE,BRONX,3151,EAST TREMONT AVENUE,10461,7185181800
41536670,SUBWAY,QUEENS,6001,METROPOLITAN AVENUE,11385,7188214782
41536680,SUBWAY,QUEENS,92-17,ROCKAWAY BOULEVARD,11417,7188458700
41536694,CAFE TWO WAY,BROOKLYN,26,AVENUE O,11204,7183311508
41536698,CHINA MOON CHINESE RESTAURANT LLC,BROOKLYN,1068,RUTLAND ROAD,11212,7187357796
41536710,CHIKURIN,BROOKLYN,1105,QUENTIN ROAD,11229,7183368887
41536786,TUFFET,BROOKLYN,286,GRAHAM AVENUE,11211,7183887434
41536824,QDOBA MEXICAN GRILL,QUEENS,6140,188 STREET,11365,7184549400
41536872,NEW TOKYO SUSHI,QUEENS,16216,UNION TURNPIKE,11366,9172516359
41536886,MR. TANG,BROOKLYN,2650,CONEY ISLAND AVE,11223,7187699444
41536979,BELLIZZI'S BROADWAY CATERING,QUEENS,4102,ASTORIA BOULEVARD,11103,7182044844
41536997,BROOKLYN OENOLOGY,BROOKLYN,209,WYTHE AVENUE,11249,7185991259
41537020,83 KIEN TUONG RESTAURANT,MANHATTAN,83,CHRYSTIE STREET,10002,2129662878
41537124,BON CHON,QUEENS,4537,BELL BOULEVARD,11361,7182251010
41537168,KUNG FU TEA,MANHATTAN,241,EAST   10 STREET,10003,2127773747
41537422,SALERNO PIZZA,QUEENS,2924,30 AVENUE,11102,7187771500
41537477,BOMBAY HEIGHTS,BROOKLYN,1047,BEDFORD AVENUE,11216,7182307790
41537509,SPRITZENHAUS,BROOKLYN,63,GUERNSEY STREET,11222,3479874630
41537594,TAKE AWAY CAFE in REBECCA REHAB CENTER,BRONX,1072,HAVEMEYER AVENUE,10462,9143458001
41537725,ANDANADA,MANHATTAN,141,WEST 69 STREET,10023,6466928762
41537807,LIBERTY DINER,BRONX,2059,WILLIAMSBRIDGE ROAD,10461,7188236800
41537945,CHIPOTLE MEXICAN GRILL #1394,MANHATTAN,1153,3 AVENUE,10065,9174759280
41537949,LZ SUSHI,MANHATTAN,355,7 AVENUE,10001,2128681388
41537952,XIANG DRAGON CHINESE RESTAURANT,MANHATTAN,2331,1 AVENUE,10035,2123698012
41537972,FAO CAFE,MANHATTAN,767,5 AVENUE,10153,2126449400
41538001,THE HALCYON GOURMET LLC,BROOKLYN,202,BANKER STREET,11222,7183492882
41538017,SUBWAY,MANHATTAN,229,CHRYSTIE STREET,10002,6468959627
41538119,HANSON DRY,BROOKLYN,925,FULTON STREET,11238,3474220852
41538121,SLICE & CO. BRICK OVEN PIZZA,MANHATTAN,527,6 AVENUE,10011,2122556333
41538241,OKEANOS GREEK SEAFOOD,QUEENS,35-02,DITMARS BOULEVARD,11105,7187778844
41538244,BRAVEST,MANHATTAN,700,2 AVENUE,10016,2126833766
41538262,KINGS PIZZERIA & RESTAURANT,STATEN ISLAND,2212,VICTORY BOULEVARD,10314,7187614455
41538338,CEDILLOS & FRIENDS,BROOKLYN,184,MASPETH AVENUE,11211,3479248279
41538407,JOSEPH'S PIZZA,BRONX,295,EAST GUNHILL ROAD,10467,7185150681
41538513,ARTICHOKE BASILLE'S PIZZA & BAR,MANHATTAN,111,MACDOUGAL STREET,10012,2124813298
41538516,NU CAFE 47,BROOKLYN,4709,NEW UTRECHT AVENUE,11219,7188714747
41538617,MYSTIQUE,MANHATTAN,141,CHRYSTIE STREET,10002,2129667808
41538633,SAIGON SHACK,MANHATTAN,114,MACDOUGAL STREET,10012,2122280588
41538666,PICCOLO CAFE,MANHATTAN,274,WEST 40 STREET,10018,2123020143
41538720,TAQUERIA COATZINGO,QUEENS,4018,82 STREET,11373,7187797930
41538728,BOWLMOR LANE,MANHATTAN,222,WEST   44 STREET,10036,2126800012
41538738,LIQUID LOUNGE,STATEN ISLAND,4878,ARTHUR KILL ROAD,10309,7189489009
41538756,MULAN RESTAURANT,QUEENS,13617,39 AVENUE,11354,7188868526
41538772,K Falafel House,MANHATTAN,1752,2 AVENUE,10128,2129876077
41538801,ESTRELLITA POBLANA IV,BRONX,45,WESTCHESTER SQUARE,10461,7182398290
41538850,PEE DEE STEAK,MANHATTAN,2006,3 AVENUE,10029,2129963300
41538907,HUNAN COTTAGE,BROOKLYN,293,AVENUE X,11223,7189987505
41538912,HUNGRY BURRITO,BROOKLYN,510,MORGAN AVENUE,11222,7183871006
41538914,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,BRONX,610,EXTERIOR STREET,10451,3472265700
41538949,99 CENT FRESH PIZZA,MANHATTAN,1723,BROADWAY,10019,2122452155
41538952,PAULINE AND SHARON'S,BROOKLYN,597,4 AVENUE,11215,7187887333
41539001,EVERYTHING YOGURT/GRETEL'S PRETZELS,BROOKLYN,5371,KINGS PLAZA MALL,11234,7182583828
41539016,SUBWAY,BRONX,610,GATEWAY CENTER BLVD,10451,7182921292
41539118,HAMILTON,MANHATTAN,1074,2 AVENUE,10022,2123083040
41539151,DUNKIN DONUTS,BROOKLYN,2317,RALPH AVENUE,11234,7184440244
41539199,CHESTNUTS KING,QUEENS,4140,MAIN STREET,11355,7185819077
41539237,ENERGY FUEL,QUEENS,65-04,FRESH POND ROAD,11385,7184563835
41539256,WINGSTOP W0535,QUEENS,31-14,STEINWAY STREET,11103,7187779464
41539257,FOO KEE SEAFOOD RESTAURANT,QUEENS,136-14,38 AVENUE,11354,7183580666
41539260,DUNKIN DONUTS,MANHATTAN,64,FULTON STREET,10038,2125665064
